symbol,timeframe,pattern,bias,horizon,n,p_up,hit_rate,mean_fwd_ret_bps,fwd_range_ratio,pval_direction,pval_range,fdr_direction,fdr_range
V100,1h,harami_bear,-1,15,5468,0.5011,0.4989,0.0335,1.0077,0.8817468559661631,0.08941865370729019,0.9797903827614096,0.14051502725431314
V100,1h,inside_bar,0,1,4393,0.49033,,-0.8886,0.9938,0.20502275653304342,0.19620301571906257,0.9484212241643745,0.2567735700553487
V100,1h,inside_bar,0,5,4393,0.4967,,-2.511,0.9983,0.6726998937927677,0.7222560573564382,0.9484212241643745,0.794481663092082
V100,1h,inside_bar,0,15,4393,0.4835,,-14.9192,0.992,0.02979808733684426,0.09891551990436896,0.6218289822584511,0.14507609585974113
V100,1h,outside_bar,0,1,4383,0.49829,,-0.3561,1.0013,0.8325259933269967,0.7905203273133905,0.9712281118490308,0.8464167807517439
V100,1h,outside_bar,0,5,4383,0.50924,,1.914,0.9988,0.22689629282595103,0.8079432907175736,0.9484212241643745,0.8464167807517439
V100,1h,outside_bar,0,15,4383,0.49373,,-1.6222,0.9972,0.4146988205036292,0.5574608642785219,0.9484212241643745,0.6236002888539398
V100,1h,three_white_soldiers,1,1,5446,0.50422,0.50422,1.0757,1.0279,0.5420109535785689,5.885846600122997e-10,0.9484212241643745,2.7747562543436988e-09
V100,1h,three_white_soldiers,1,5,5446,0.50202,0.50202,0.7784,1.0231,0.7759810015890336,2.9436387866387974e-07,0.9484212241643745,8.095006663256694e-07
V100,1h,three_white_soldiers,1,15,5446,0.50202,0.50202,-4.6716,1.0243,0.7759810015890336,8.379880731464852e-08,0.9484212241643745,2.765360641383401e-07
V100,1h,three_black_crows,-1,1,5562,0.4964,0.5036,-1.688,0.9686,0.6010222730496829,2.0368014893250767e-13,0.9484212241643745,1.6803612286931884e-12
V100,1h,three_black_crows,-1,5,5562,0.49569,0.50431,-1.771,0.9715,0.5285636989396065,1.6585194552688958e-11,0.9484212241643745,1.0946228404774713e-10
V100,1h,three_black_crows,-1,15,5562,0.49443,0.50557,-6.0317,0.9752,0.4134014072274569,1.009878864205049e-08,0.9484212241643745,3.920706178678426e-08
V100,1h,run_up_3,1,1,5446,0.50422,0.50422,1.0757,1.0279,0.5420109535785689,5.885846600122997e-10,0.9484212241643745,2.7747562543436988e-09
V100,1h,run_up_3,1,5,5446,0.50202,0.50202,0.7784,1.0231,0.7759810015890336,2.9436387866387974e-07,0.9484212241643745,8.095006663256694e-07
V100,1h,run_up_3,1,15,5446,0.50202,0.50202,-4.6716,1.0243,0.7759810015890336,8.379880731464852e-08,0.9484212241643745,2.765360641383401e-07
V100,1h,run_dn_3,-1,1,5562,0.4964,0.5036,-1.688,0.9686,0.6010222730496829,2.0368014893250767e-13,0.9484212241643745,1.6803612286931884e-12
V100,1h,run_dn_3,-1,5,5562,0.49569,0.50431,-1.771,0.9715,0.5285636989396065,1.6585194552688958e-11,0.9484212241643745,1.0946228404774713e-10
V100,1h,run_dn_3,-1,15,5562,0.49443,0.50557,-6.0317,0.9752,0.4134014072274569,1.009878864205049e-08,0.9484212241643745,3.920706178678426e-08
V100,1h,run_up_5,1,1,1369,0.48941,0.48941,-1.5758,1.0475,0.4492074289112192,2.527591135367387e-08,0.9484212241643745,9.267834163013753e-08
V100,1h,run_up_5,1,5,1369,0.4916,0.4916,-4.8674,1.0458,0.5521301640237639,1.6759986220625037e-07,0.9484212241643745,5.027995866187512e-07
V100,1h,run_up_5,1,15,1369,0.45946,0.45946,-47.2564,1.0396,0.0029356712951921983,6.785494980285856e-06,0.1937543054826851,1.791370674795466e-05
V100,1h,run_dn_5,-1,1,1405,0.51246,0.48754,2.4842,0.9496,0.36437490464008104,1.5469137878175614e-10,0.9484212241643745,8.508025832996588e-10
V100,1h,run_dn_5,-1,5,1405,0.50961,0.49039,-2.4897,0.9486,0.4879203609979572,1.4272862152212308e-10,0.9484212241643745,8.508025832996588e-10
V100,1h,run_dn_5,-1,15,1405,0.48541,0.51459,-19.8685,0.9665,0.285904203056525,5.869423592056382e-05,0.9484212241643745,0.0001434747989169338
V100,1h,breakout_up_20,1,1,3200,0.50781,0.50781,0.7731,1.0591,0.38638040302291615,1.9248198331267124e-23,0.9484212241643745,4.2346036328787673e-22
V100,1h,breakout_up_20,1,5,3200,0.49156,0.49156,-4.2714,1.0529,0.3488030576917477,1.3020542707687803e-18,0.9484212241643745,2.1483895467684875e-17
V100,1h,breakout_up_20,1,15,3200,0.49656,0.49656,-12.1699,1.0512,0.710471651692963,1.235438289157096e-17,0.9484212241643745,1.6307785416873666e-16
V100,1h,breakout_dn_20,-1,1,3190,0.49248,0.50752,-2.4255,0.9316,0.40532708860553396,1.7892284432705015e-37,0.9484212241643745,1.180890772558531e-35
V100,1h,breakout_dn_20,-1,5,3190,0.49655,0.50345,-8.0226,0.9448,0.7100387130095561,8.045516214879097e-25,0.9484212241643745,2.6550203509101016e-23
V100,1h,breakout_dn_20,-1,15,3190,0.479,0.521,-21.9236,0.9588,0.018518116444138227,5.492675044907073e-14,0.6110978426565615,6.04194254939778e-13
